Elapsed Time,Bank,EEPROM,Failures
0, 0, 0, 1000
0, 0, 1, 1000
0, 0, 2, 1000
0, 0, 3, 1000
0, 0, 4, 512000
0, 0, 5, 512000
0, 0, 6, 512000
0, 0, 7, 512000
0, 1, 0, 32000
0, 1, 1, 32000
0, 1, 2, 32000
0, 1, 3, 32000
0, 1, 4, 128000
0, 1, 5, 128000
0, 1, 6, 128000
0, 1, 7, 128000
0, 0, 0, 2000
0, 0, 1, 2000
0, 0, 2, 2000
0, 0, 3, 2000
0, 0, 4, 1024000
0, 0, 5, 1024000
0, 0, 6, 1024000
0, 0, 7, 1024000
0, 1, 0, 64000
0, 1, 1, 64000
0, 1, 2, 64000
0, 1, 3, 64000
0, 1, 4, 256000
0, 1, 5, 256000
0, 1, 6, 256000
0, 1, 7, 256000
0, 0, 0, 3000
0, 0, 1, 3000
0, 0, 2, 3000
0, 0, 3, 3000
0, 0, 4, 1536000
0, 0, 5, 1536000
0, 0, 6, 1536000
0, 0, 7, 1536000
0, 1, 0, 96000
0, 1, 1, 96000
0, 1, 2, 96000
0, 1, 3, 96000
0, 1, 4, 384000
0, 1, 5, 384000
0, 1, 6, 384000
0, 1, 7, 384000
0, 0, 0, 4000
0, 0, 1, 4000
0, 0, 2, 4000
0, 0, 3, 4000
0, 0, 4, 2048000
0, 0, 5, 2048000
0, 0, 6, 2048000
0, 0, 7, 2048000
0, 1, 0, 128000
0, 1, 1, 128000
0, 1, 2, 128000
0, 1, 3, 128000
0, 1, 4, 512000
0, 1, 5, 512000
0, 1, 6, 512000
0, 1, 7, 512000
0, 0, 0, 5000
0, 0, 1, 5000
0, 0, 2, 5000
0, 0, 3, 5000
0, 0, 4, 2560000
0, 0, 5, 2560000
0, 0, 6, 2560000
0, 0, 7, 2560000
0, 1, 0, 160000
0, 1, 1, 160000
0, 1, 2, 160000
0, 1, 3, 160000
0, 1, 4, 640000
0, 1, 5, 640000
0, 1, 6, 640000
0, 1, 7, 640000
0, 0, 0, 6000
0, 0, 1, 6000
0, 0, 2, 6000
0, 0, 3, 6000
0, 0, 4, 3072000
0, 0, 5, 3072000
0, 0, 6, 3072000
0, 0, 7, 3072000
0, 1, 0, 192000
0, 1, 1, 192000
0, 1, 2, 192000
0, 1, 3, 192000
0, 1, 4, 768000
0, 1, 5, 768000
0, 1, 6, 768000
0, 1, 7, 768000
0, 0, 0, 7000
0, 0, 1, 7000
0, 0, 2, 7000
0, 0, 3, 7000
0, 0, 4, 3584000
0, 0, 5, 3584000
0, 0, 6, 3584000
0, 0, 7, 3584000
0, 1, 0, 224000
0, 1, 1, 224000
0, 1, 2, 224000
0, 1, 3, 224000
0, 1, 4, 896000
0, 1, 5, 896000
0, 1, 6, 896000
0, 1, 7, 896000
0, 0, 0, 8000
0, 0, 1, 8000
0, 0, 2, 8000
0, 0, 3, 8000
1, 0, 4, 4096000
1, 0, 5, 4096000
1, 0, 6, 4096000
1, 0, 7, 4096000
1, 1, 0, 256000
1, 1, 1, 256000
1, 1, 2, 256000
1, 1, 3, 256000
1, 1, 4, 1024000
1, 1, 5, 1024000
1, 1, 6, 1024000
1, 1, 7, 1024000
1, 0, 0, 9000
1, 0, 1, 9000
1, 0, 2, 9000
1, 0, 3, 9000
1, 0, 4, 4608000
1, 0, 5, 4608000
1, 0, 6, 4608000
1, 0, 7, 4608000
1, 1, 0, 288000
1, 1, 1, 288000
1, 1, 2, 288000
1, 1, 3, 288000
1, 1, 4, 1152000
1, 1, 5, 1152000
1, 1, 6, 1152000
1, 1, 7, 1152000
1, 0, 0, 10000
1, 0, 1, 10000
1, 0, 2, 10000
1, 0, 3, 10000
1, 0, 4, 5120000
1, 0, 5, 5120000
1, 0, 6, 5120000
1, 0, 7, 5120000
1, 1, 0, 320000
1, 1, 1, 320000
1, 1, 2, 320000
1, 1, 3, 320000
1, 1, 4, 1280000
1, 1, 5, 1280000
1, 1, 6, 1280000
1, 1, 7, 1280000
1, 0, 0, 11000
1, 0, 1, 11000
1, 0, 2, 11000
1, 0, 3, 11000
1, 0, 4, 5632000
1, 0, 5, 5632000
1, 0, 6, 5632000
1, 0, 7, 5632000
1, 1, 0, 352000
1, 1, 1, 352000
1, 1, 2, 352000
1, 1, 3, 352000
1, 1, 4, 1408000
1, 1, 5, 1408000
1, 1, 6, 1408000
1, 1, 7, 1408000
1, 0, 0, 12000
1, 0, 1, 12000
1, 0, 2, 12000
1, 0, 3, 12000
1, 0, 4, 6144000
1, 0, 5, 6144000
1, 0, 6, 6144000
1, 0, 7, 6144000
1, 1, 0, 384000
1, 1, 1, 384000
1, 1, 2, 384000
1, 1, 3, 384000
1, 1, 4, 1536000
1, 1, 5, 1536000
1, 1, 6, 1536000
1, 1, 7, 1536000
1, 0, 0, 13000
1, 0, 1, 13000
1, 0, 2, 13000
1, 0, 3, 13000
1, 0, 4, 6656000
1, 0, 5, 6656000
1, 0, 6, 6656000
1, 0, 7, 6656000
1, 1, 0, 416000
1, 1, 1, 416000
1, 1, 2, 416000
1, 1, 3, 416000
1, 1, 4, 1664000
1, 1, 5, 1664000
1, 1, 6, 1664000
1, 1, 7, 1664000
1, 0, 0, 14000
1, 0, 1, 14000
1, 0, 2, 14000
1, 0, 3, 14000
1, 0, 4, 7168000
1, 0, 5, 7168000
1, 0, 6, 7168000
1, 0, 7, 7168000
1, 1, 0, 448000
1, 1, 1, 448000
1, 1, 2, 448000
1, 1, 3, 448000
1, 1, 4, 1792000
1, 1, 5, 1792000
1, 1, 6, 1792000
1, 1, 7, 1792000
1, 0, 0, 15000
1, 0, 1, 15000
1, 0, 2, 15000
1, 0, 3, 15000
1, 0, 4, 7680000
1, 0, 5, 7680000
1, 0, 6, 7680000
1, 0, 7, 7680000
1, 1, 0, 480000
1, 1, 1, 480000
1, 1, 2, 480000
1, 1, 3, 480000
1, 1, 4, 1920000
1, 1, 5, 1920000
1, 1, 6, 1920000
1, 1, 7, 1920000
1, 0, 0, 16000
1, 0, 1, 16000
1, 0, 2, 16000
1, 0, 3, 16000
1, 0, 4, 8192000
1, 0, 5, 8192000
1, 0, 6, 8192000
1, 0, 7, 8192000
1, 1, 0, 512000
1, 1, 1, 512000
1, 1, 2, 512000
1, 1, 3, 512000
1, 1, 4, 2048000
1, 1, 5, 2048000
1, 1, 6, 2048000
1, 1, 7, 2048000
1, 0, 0, 17000
1, 0, 1, 17000
1, 0, 2, 17000
1, 0, 3, 17000
1, 0, 4, 8704000
1, 0, 5, 8704000
1, 0, 6, 8704000
1, 0, 7, 8704000
1, 1, 0, 544000
1, 1, 1, 544000
1, 1, 2, 544000
1, 1, 3, 544000
1, 1, 4, 2176000
1, 1, 5, 2176000
1, 1, 6, 2176000
1, 1, 7, 2176000
1, 0, 0, 18000
1, 0, 1, 18000
1, 0, 2, 18000
1, 0, 3, 18000
1, 0, 4, 9216000
1, 0, 5, 9216000
1, 0, 6, 9216000
1, 0, 7, 9216000
1, 1, 0, 576000
1, 1, 1, 576000
1, 1, 2, 576000
1, 1, 3, 576000
1, 1, 4, 2304000
1, 1, 5, 2304000
1, 1, 6, 2304000
1, 1, 7, 2304000
1, 0, 0, 19000
1, 0, 1, 19000
1, 0, 2, 19000
1, 0, 3, 19000
1, 0, 4, 9728000
1, 0, 5, 9728000
1, 0, 6, 9728000
1, 0, 7, 9728000
1, 1, 0, 608000
1, 1, 1, 608000
1, 1, 2, 608000
1, 1, 3, 608000
1, 1, 4, 2432000
1, 1, 5, 2432000
1, 1, 6, 2432000
1, 1, 7, 2432000
1, 0, 0, 20000
1, 0, 1, 20000
1, 0, 2, 20000
1, 0, 3, 20000
1, 0, 4, 10240000
1, 0, 5, 10240000
1, 0, 6, 10240000
1, 0, 7, 10240000
1, 1, 0, 640000
1, 1, 1, 640000
1, 1, 2, 640000
1, 1, 3, 640000
1, 1, 4, 2560000
1, 1, 5, 2560000
1, 1, 6, 2560000
1, 1, 7, 2560000
1, 0, 0, 21000
1, 0, 1, 21000
1, 0, 2, 21000
1, 0, 3, 21000
1, 0, 4, 10752000
1, 0, 5, 10752000
1, 0, 6, 10752000
1, 0, 7, 10752000
1, 1, 0, 672000
1, 1, 1, 672000
1, 1, 2, 672000
1, 1, 3, 672000
1, 1, 4, 2688000
1, 1, 5, 2688000
1, 1, 6, 2688000
1, 1, 7, 2688000
1, 0, 0, 22000
1, 0, 1, 22000
1, 0, 2, 22000
1, 0, 3, 22000
1, 0, 4, 11264000
1, 0, 5, 11264000
1, 0, 6, 11264000
2, 0, 7, 11264000
2, 1, 0, 704000
2, 1, 1, 704000
2, 1, 2, 704000
2, 1, 3, 704000
2, 1, 4, 2816000
2, 1, 5, 2816000
2, 1, 6, 2816000
2, 1, 7, 2816000
Elapsed Time,Bank,EEPROM,Failures
0, 0, 0, 1000
0, 0, 1, 1000
0, 0, 2, 1000
0, 0, 3, 1000
0, 0, 4, 512000
0, 0, 5, 512000
0, 0, 6, 512000
0, 0, 7, 512000
0, 1, 0, 32000
0, 1, 1, 32000
0, 1, 2, 32000
0, 1, 3, 32000
0, 1, 4, 128000
0, 1, 5, 128000
0, 1, 6, 128000
0, 1, 7, 128000
0, 0, 0, 2000
0, 0, 1, 2000
0, 0, 2, 2000
0, 0, 3, 2000
0, 0, 4, 1024000
0, 0, 5, 1024000
0, 0, 6, 1024000
0, 0, 7, 1024000
0, 1, 0, 64000
0, 1, 1, 64000
0, 1, 2, 64000
0, 1, 3, 64000
0, 1, 4, 256000
0, 1, 5, 256000
0, 1, 6, 256000
0, 1, 7, 256000
0, 0, 0, 3000
0, 0, 1, 3000
0, 0, 2, 3000
0, 0, 3, 3000
0, 0, 4, 1536000
0, 0, 5, 1536000
0, 0, 6, 1536000
0, 0, 7, 1536000
0, 1, 0, 96000
0, 1, 1, 96000
0, 1, 2, 96000
0, 1, 3, 96000
0, 1, 4, 384000
0, 1, 5, 384000
0, 1, 6, 384000
0, 1, 7, 384000
0, 0, 0, 4000
0, 0, 1, 4000
0, 0, 2, 4000
0, 0, 3, 4000
0, 0, 4, 2048000
0, 0, 5, 2048000
0, 0, 6, 2048000
0, 0, 7, 2048000
0, 1, 0, 128000
0, 1, 1, 128000
0, 1, 2, 128000
0, 1, 3, 128000
0, 1, 4, 512000
0, 1, 5, 512000
0, 1, 6, 512000
0, 1, 7, 512000
0, 0, 0, 5000
0, 0, 1, 5000
0, 0, 2, 5000
0, 0, 3, 5000
0, 0, 4, 2560000
0, 0, 5, 2560000
0, 0, 6, 2560000
0, 0, 7, 2560000
0, 1, 0, 160000
0, 1, 1, 160000
0, 1, 2, 160000
0, 1, 3, 160000
0, 1, 4, 640000
1, 1, 5, 640000
1, 1, 6, 640000
1, 1, 7, 640000
1, 0, 0, 6000
1, 0, 1, 6000
1, 0, 2, 6000
1, 0, 3, 6000
1, 0, 4, 3072000
1, 0, 5, 3072000
1, 0, 6, 3072000
1, 0, 7, 3072000
1, 1, 0, 192000
1, 1, 1, 192000
1, 1, 2, 192000
1, 1, 3, 192000
1, 1, 4, 768000
1, 1, 5, 768000
1, 1, 6, 768000
1, 1, 7, 768000
1, 0, 0, 7000
1, 0, 1, 7000
1, 0, 2, 7000
1, 0, 3, 7000
1, 0, 4, 3584000
1, 0, 5, 3584000
1, 0, 6, 3584000
1, 0, 7, 3584000
1, 1, 0, 224000
1, 1, 1, 224000
1, 1, 2, 224000
1, 1, 3, 224000
1, 1, 4, 896000
1, 1, 5, 896000
1, 1, 6, 896000
1, 1, 7, 896000
1, 0, 0, 8000
1, 0, 1, 8000
1, 0, 2, 8000
1, 0, 3, 8000
1, 0, 4, 4096000
1, 0, 5, 4096000
1, 0, 6, 4096000
1, 0, 7, 4096000
1, 1, 0, 256000
1, 1, 1, 256000
1, 1, 2, 256000
1, 1, 3, 256000
1, 1, 4, 1024000
1, 1, 5, 1024000
1, 1, 6, 1024000
1, 1, 7, 1024000
1, 0, 0, 9000
1, 0, 1, 9000
1, 0, 2, 9000
1, 0, 3, 9000
1, 0, 4, 4608000
1, 0, 5, 4608000
1, 0, 6, 4608000
1, 0, 7, 4608000
1, 1, 0, 288000
1, 1, 1, 288000
1, 1, 2, 288000
1, 1, 3, 288000
1, 1, 4, 1152000
1, 1, 5, 1152000
1, 1, 6, 1152000
1, 1, 7, 1152000
1, 0, 0, 10000
1, 0, 1, 10000
1, 0, 2, 10000
1, 0, 3, 10000
1, 0, 4, 5120000
1, 0, 5, 5120000
1, 0, 6, 5120000
1, 0, 7, 5120000
1, 1, 0, 320000
1, 1, 1, 320000
1, 1, 2, 320000
1, 1, 3, 320000
1, 1, 4, 1280000
1, 1, 5, 1280000
1, 1, 6, 1280000
1, 1, 7, 1280000
1, 0, 0, 11000
1, 0, 1, 11000
1, 0, 2, 11000
1, 0, 3, 11000
1, 0, 4, 5632000
1, 0, 5, 5632000
1, 0, 6, 5632000
1, 0, 7, 5632000
1, 1, 0, 352000
1, 1, 1, 352000
1, 1, 2, 352000
1, 1, 3, 352000
1, 1, 4, 1408000
1, 1, 5, 1408000
1, 1, 6, 1408000
1, 1, 7, 1408000
1, 0, 0, 12000
1, 0, 1, 12000
1, 0, 2, 12000
1, 0, 3, 12000
1, 0, 4, 6144000
1, 0, 5, 6144000
1, 0, 6, 6144000
1, 0, 7, 6144000
1, 1, 0, 384000
1, 1, 1, 384000
1, 1, 2, 384000
1, 1, 3, 384000
1, 1, 4, 1536000
1, 1, 5, 1536000
1, 1, 6, 1536000
1, 1, 7, 1536000
1, 0, 0, 13000
1, 0, 1, 13000
1, 0, 2, 13000
1, 0, 3, 13000
1, 0, 4, 6656000
1, 0, 5, 6656000
1, 0, 6, 6656000
1, 0, 7, 6656000
1, 1, 0, 416000
1, 1, 1, 416000
1, 1, 2, 416000
1, 1, 3, 416000
1, 1, 4, 1664000
1, 1, 5, 1664000
1, 1, 6, 1664000
1, 1, 7, 1664000
1, 0, 0, 14000
1, 0, 1, 14000
1, 0, 2, 14000
1, 0, 3, 14000
2, 0, 4, 7168000
2, 0, 5, 7168000
2, 0, 6, 7168000
2, 0, 7, 7168000
2, 1, 0, 448000
2, 1, 1, 448000
2, 1, 2, 448000
2, 1, 3, 448000
2, 1, 4, 1792000
2, 1, 5, 1792000
2, 1, 6, 1792000
2, 1, 7, 1792000
2, 0, 0, 15000
2, 0, 1, 15000
2, 0, 2, 15000
2, 0, 3, 15000
2, 0, 4, 7680000
2, 0, 5, 7680000
2, 0, 6, 7680000
2, 0, 7, 7680000
2, 1, 0, 480000
2, 1, 1, 480000
2, 1, 2, 480000
2, 1, 3, 480000
2, 1, 4, 1920000
2, 1, 5, 1920000
2, 1, 6, 1920000
2, 1, 7, 1920000
2, 0, 0, 16000
2, 0, 1, 16000
2, 0, 2, 16000
2, 0, 3, 16000
2, 0, 4, 8192000
2, 0, 5, 8192000
2, 0, 6, 8192000
2, 0, 7, 8192000
2, 1, 0, 512000
2, 1, 1, 512000
2, 1, 2, 512000
2, 1, 3, 512000
2, 1, 4, 2048000
2, 1, 5, 2048000
2, 1, 6, 2048000
2, 1, 7, 2048000
2, 0, 0, 17000
2, 0, 1, 17000
2, 0, 2, 17000
2, 0, 3, 17000
2, 0, 4, 8704000
2, 0, 5, 8704000
2, 0, 6, 8704000
2, 0, 7, 8704000
2, 1, 0, 544000
2, 1, 1, 544000
2, 1, 2, 544000
2, 1, 3, 544000
2, 1, 4, 2176000
2, 1, 5, 2176000
2, 1, 6, 2176000
2, 1, 7, 2176000
2, 0, 0, 18000
2, 0, 1, 18000
2, 0, 2, 18000
2, 0, 3, 18000
2, 0, 4, 9216000
2, 0, 5, 9216000
2, 0, 6, 9216000
2, 0, 7, 9216000
2, 1, 0, 576000
2, 1, 1, 576000
2, 1, 2, 576000
2, 1, 3, 576000
2, 1, 4, 2304000
2, 1, 5, 2304000
2, 1, 6, 2304000
2, 1, 7, 2304000
2, 0, 0, 19000
2, 0, 1, 19000
2, 0, 2, 19000
2, 0, 3, 19000
2, 0, 4, 9728000
2, 0, 5, 9728000
2, 0, 6, 9728000
2, 0, 7, 9728000
2, 1, 0, 608000
2, 1, 1, 608000
2, 1, 2, 608000
2, 1, 3, 608000
2, 1, 4, 2432000
2, 1, 5, 2432000
2, 1, 6, 2432000
2, 1, 7, 2432000
2, 0, 0, 20000
2, 0, 1, 20000
2, 0, 2, 20000
2, 0, 3, 20000
2, 0, 4, 10240000
2, 0, 5, 10240000
2, 0, 6, 10240000
2, 0, 7, 10240000
2, 1, 0, 640000
2, 1, 1, 640000
2, 1, 2, 640000
2, 1, 3, 640000
2, 1, 4, 2560000
2, 1, 5, 2560000
2, 1, 6, 2560000
2, 1, 7, 2560000
2, 0, 0, 21000
2, 0, 1, 21000
2, 0, 2, 21000
2, 0, 3, 21000
2, 0, 4, 10752000
2, 0, 5, 10752000
2, 0, 6, 10752000
2, 0, 7, 10752000
2, 1, 0, 672000
2, 1, 1, 672000
2, 1, 2, 672000
2, 1, 3, 672000
2, 1, 4, 2688000
2, 1, 5, 2688000
2, 1, 6, 2688000
2, 1, 7, 2688000
2, 0, 0, 22000
2, 0, 1, 22000
2, 0, 2, 22000
2, 0, 3, 22000
2, 0, 4, 11264000
3, 0, 5, 11264000
3, 0, 6, 11264000
3, 0, 7, 11264000
3, 1, 0, 704000
3, 1, 1, 704000
3, 1, 2, 704000
3, 1, 3, 704000
3, 1, 4, 2816000
3, 1, 5, 2816000
3, 1, 6, 2816000
3, 1, 7, 2816000
3, 0, 0, 23000
3, 0, 1, 23000
3, 0, 2, 23000
3, 0, 3, 23000
3, 0, 4, 11776000
3, 0, 5, 11776000
3, 0, 6, 11776000
3, 0, 7, 11776000
3, 1, 0, 736000
3, 1, 1, 736000
3, 1, 2, 736000
3, 1, 3, 736000
3, 1, 4, 2944000
3, 1, 5, 2944000
3, 1, 6, 2944000
3, 1, 7, 2944000
3, 0, 0, 24000
3, 0, 1, 24000
3, 0, 2, 24000
3, 0, 3, 24000
3, 0, 4, 12288000
3, 0, 5, 12288000
3, 0, 6, 12288000
3, 0, 7, 12288000
3, 1, 0, 768000
3, 1, 1, 768000
3, 1, 2, 768000
3, 1, 3, 768000
3, 1, 4, 3072000
3, 1, 5, 3072000
3, 1, 6, 3072000
3, 1, 7, 3072000
3, 0, 0, 25000
3, 0, 1, 25000
3, 0, 2, 25000
3, 0, 3, 25000
3, 0, 4, 12800000
3, 0, 5, 12800000
3, 0, 6, 12800000
3, 0, 7, 12800000
3, 1, 0, 800000
3, 1, 1, 800000
3, 1, 2, 800000
3, 1, 3, 800000
3, 1, 4, 3200000
3, 1, 5, 3200000
3, 1, 6, 3200000
3, 1, 7, 3200000
3, 0, 0, 26000
3, 0, 1, 26000
3, 0, 2, 26000
3, 0, 3, 26000
3, 0, 4, 13312000
3, 0, 5, 13312000
3, 0, 6, 13312000
3, 0, 7, 13312000
3, 1, 0, 832000
3, 1, 1, 832000
3, 1, 2, 832000
3, 1, 3, 832000
3, 1, 4, 3328000
3, 1, 5, 3328000
3, 1, 6, 3328000
3, 1, 7, 3328000
3, 0, 0, 27000
3, 0, 1, 27000
3, 0, 2, 27000
3, 0, 3, 27000
3, 0, 4, 13824000
3, 0, 5, 13824000
3, 0, 6, 13824000
3, 0, 7, 13824000
3, 1, 0, 864000
3, 1, 1, 864000
3, 1, 2, 864000
3, 1, 3, 864000
3, 1, 4, 3456000
3, 1, 5, 3456000
3, 1, 6, 3456000
3, 1, 7, 3456000
3, 0, 0, 28000
3, 0, 1, 28000
3, 0, 2, 28000
3, 0, 3, 28000
3, 0, 4, 14336000
3, 0, 5, 14336000
3, 0, 6, 14336000
3, 0, 7, 14336000
3, 1, 0, 896000
3, 1, 1, 896000
3, 1, 2, 896000
3, 1, 3, 896000
3, 1, 4, 3584000
3, 1, 5, 3584000
3, 1, 6, 3584000
3, 1, 7, 3584000
3, 0, 0, 29000
3, 0, 1, 29000
3, 0, 2, 29000
3, 0, 3, 29000
3, 0, 4, 14848000
3, 0, 5, 14848000
3, 0, 6, 14848000
3, 0, 7, 14848000
3, 1, 0, 928000
3, 1, 1, 928000
3, 1, 2, 928000
3, 1, 3, 928000
3, 1, 4, 3712000
3, 1, 5, 3712000
3, 1, 6, 3712000
3, 1, 7, 3712000
3, 0, 0, 30000
3, 0, 1, 30000
3, 0, 2, 30000
3, 0, 3, 30000
3, 0, 4, 15360000
3, 0, 5, 15360000
4, 0, 6, 15360000
4, 0, 7, 15360000
4, 1, 0, 960000
4, 1, 1, 960000
4, 1, 2, 960000
4, 1, 3, 960000
4, 1, 4, 3840000
4, 1, 5, 3840000
4, 1, 6, 3840000
4, 1, 7, 3840000
4, 0, 0, 31000
4, 0, 1, 31000
4, 0, 2, 31000
4, 0, 3, 31000
4, 0, 4, 15872000
4, 0, 5, 15872000
4, 0, 6, 15872000
4, 0, 7, 15872000
4, 1, 0, 992000
4, 1, 1, 992000
4, 1, 2, 992000
4, 1, 3, 992000
4, 1, 4, 3968000
4, 1, 5, 3968000
4, 1, 6, 3968000
4, 1, 7, 3968000
4, 0, 0, 32000
4, 0, 1, 32000
4, 0, 2, 32000
4, 0, 3, 32000
4, 0, 4, 16384000
4, 0, 5, 16384000
4, 0, 6, 16384000
4, 0, 7, 16384000
4, 1, 0, 1024000
4, 1, 1, 1024000
4, 1, 2, 1024000
4, 1, 3, 1024000
4, 1, 4, 4096000
4, 1, 5, 4096000
4, 1, 6, 4096000
4, 1, 7, 4096000
4, 0, 0, 33000
4, 0, 1, 33000
4, 0, 2, 33000
4, 0, 3, 33000
4, 0, 4, 16896000
4, 0, 5, 16896000
4, 0, 6, 16896000
4, 0, 7, 16896000
4, 1, 0, 1056000
4, 1, 1, 1056000
4, 1, 2, 1056000
4, 1, 3, 1056000
4, 1, 4, 4224000
4, 1, 5, 4224000
4, 1, 6, 4224000
4, 1, 7, 4224000
4, 0, 0, 34000
4, 0, 1, 34000
4, 0, 2, 34000
4, 0, 3, 34000
4, 0, 4, 17408000
4, 0, 5, 17408000
4, 0, 6, 17408000
4, 0, 7, 17408000
4, 1, 0, 1088000
4, 1, 1, 1088000
4, 1, 2, 1088000
4, 1, 3, 1088000
4, 1, 4, 4352000
4, 1, 5, 4352000
4, 1, 6, 4352000
4, 1, 7, 4352000
4, 0, 0, 35000
4, 0, 1, 35000
4, 0, 2, 35000
4, 0, 3, 35000
4, 0, 4, 17920000
4, 0, 5, 17920000
4, 0, 6, 17920000
4, 0, 7, 17920000
4, 1, 0, 1120000
4, 1, 1, 1120000
4, 1, 2, 1120000
4, 1, 3, 1120000
4, 1, 4, 4480000
4, 1, 5, 4480000
4, 1, 6, 4480000
4, 1, 7, 4480000
4, 0, 0, 36000
4, 0, 1, 36000
4, 0, 2, 36000
4, 0, 3, 36000
4, 0, 4, 18432000
4, 0, 5, 18432000
4, 0, 6, 18432000
4, 0, 7, 18432000
4, 1, 0, 1152000
4, 1, 1, 1152000
4, 1, 2, 1152000
4, 1, 3, 1152000
4, 1, 4, 4608000
4, 1, 5, 4608000
4, 1, 6, 4608000
4, 1, 7, 4608000
4, 0, 0, 37000
4, 0, 1, 37000
4, 0, 2, 37000
4, 0, 3, 37000
4, 0, 4, 18944000
4, 0, 5, 18944000
4, 0, 6, 18944000
4, 0, 7, 18944000
4, 1, 0, 1184000
4, 1, 1, 1184000
4, 1, 2, 1184000
4, 1, 3, 1184000
4, 1, 4, 4736000
4, 1, 5, 4736000
4, 1, 6, 4736000
4, 1, 7, 4736000
4, 0, 0, 38000
4, 0, 1, 38000
4, 0, 2, 38000
4, 0, 3, 38000
4, 0, 4, 19456000
4, 0, 5, 19456000
5, 0, 6, 19456000
5, 0, 7, 19456000
5, 1, 0, 1216000
5, 1, 1, 1216000
5, 1, 2, 1216000
5, 1, 3, 1216000
5, 1, 4, 4864000
5, 1, 5, 4864000
5, 1, 6, 4864000
5, 1, 7, 4864000
5, 0, 0, 39000
5, 0, 1, 39000
5, 0, 2, 39000
5, 0, 3, 39000
5, 0, 4, 19968000
5, 0, 5, 19968000
5, 0, 6, 19968000
5, 0, 7, 19968000
5, 1, 0, 1248000
5, 1, 1, 1248000
5, 1, 2, 1248000
5, 1, 3, 1248000
5, 1, 4, 4992000
5, 1, 5, 4992000
5, 1, 6, 4992000
5, 1, 7, 4992000
5, 0, 0, 40000
5, 0, 1, 40000
5, 0, 2, 40000
5, 0, 3, 40000
5, 0, 4, 20480000
5, 0, 5, 20480000
5, 0, 6, 20480000
5, 0, 7, 20480000
5, 1, 0, 1280000
5, 1, 1, 1280000
5, 1, 2, 1280000
5, 1, 3, 1280000
5, 1, 4, 5120000
5, 1, 5, 5120000
5, 1, 6, 5120000
5, 1, 7, 5120000
5, 0, 0, 41000
5, 0, 1, 41000
5, 0, 2, 41000
5, 0, 3, 41000
5, 0, 4, 20992000
5, 0, 5, 20992000
5, 0, 6, 20992000
5, 0, 7, 20992000
5, 1, 0, 1312000
5, 1, 1, 1312000
5, 1, 2, 1312000
5, 1, 3, 1312000
5, 1, 4, 5248000
5, 1, 5, 5248000
5, 1, 6, 5248000
5, 1, 7, 5248000
5, 0, 0, 42000
5, 0, 1, 42000
5, 0, 2, 42000
5, 0, 3, 42000
5, 0, 4, 21504000
5, 0, 5, 21504000
5, 0, 6, 21504000
5, 0, 7, 21504000
5, 1, 0, 1344000
5, 1, 1, 1344000
5, 1, 2, 1344000
5, 1, 3, 1344000
5, 1, 4, 5376000
5, 1, 5, 5376000
5, 1, 6, 5376000
5, 1, 7, 5376000
5, 0, 0, 43000
5, 0, 1, 43000
5, 0, 2, 43000
5, 0, 3, 43000
5, 0, 4, 22016000
5, 0, 5, 22016000
5, 0, 6, 22016000
5, 0, 7, 22016000
5, 1, 0, 1376000
5, 1, 1, 1376000
5, 1, 2, 1376000
5, 1, 3, 1376000
5, 1, 4, 5504000
5, 1, 5, 5504000
5, 1, 6, 5504000
5, 1, 7, 5504000
5, 0, 0, 44000
5, 0, 1, 44000
5, 0, 2, 44000
5, 0, 3, 44000
5, 0, 4, 22528000
5, 0, 5, 22528000
5, 0, 6, 22528000
5, 0, 7, 22528000
5, 1, 0, 1408000
5, 1, 1, 1408000
5, 1, 2, 1408000
5, 1, 3, 1408000
5, 1, 4, 5632000
5, 1, 5, 5632000
5, 1, 6, 5632000
5, 1, 7, 5632000
5, 0, 0, 45000
5, 0, 1, 45000
5, 0, 2, 45000
5, 0, 3, 45000
5, 0, 4, 23040000
5, 0, 5, 23040000
5, 0, 6, 23040000
5, 0, 7, 23040000
5, 1, 0, 1440000
5, 1, 1, 1440000
5, 1, 2, 1440000
5, 1, 3, 1440000
5, 1, 4, 5760000
5, 1, 5, 5760000
5, 1, 6, 5760000
5, 1, 7, 5760000
5, 0, 0, 46000
5, 0, 1, 46000
5, 0, 2, 46000
5, 0, 3, 46000
5, 0, 4, 23552000
5, 0, 5, 23552000
5, 0, 6, 23552000
6, 0, 7, 23552000
6, 1, 0, 1472000
6, 1, 1, 1472000
6, 1, 2, 1472000
6, 1, 3, 1472000
6, 1, 4, 5888000
6, 1, 5, 5888000
6, 1, 6, 5888000
6, 1, 7, 5888000
